	CAR1_ita_i	CAR2_ita_i	CAR3_ita_i	CAR4_ita_i	CD1_ita_i	CD2_ita_i	CD3_ita_i	CD4_ita_i	CS1_ita_i	CS2_ita_i	CS3_ita_i	CS4_ita_i	DD1_ita_i	DD2_ita_i	DD3_ita_i	DD4_ita_i	DS1_ita_i	DS2_ita_i	DS3_ita_i	DS4_ita_i	CAR1_ita_n	CAR2_ita_n	CAR3_ita_n	CAR4_ita_n	CD1_ita_n	CD2_ita_n	CD3_ita_n	CD4_ita_n	CS1_ita_n	CS2_ita_n	CS3_ita_n	CS4_ita_n	DD1_ita_n	DD2_ita_n	DD3_ita_n	DD4_ita_n	DS1_ita_n	DS2_ita_n	DS3_ita_n	DS4_ita_n	CD1_spa_i	CD2_spa_i	CD3_spa_i	CD4_spa_i	CS1_spa_i	CS2_spa_i	CS3_spa_i	CS4_spa_i	DD1_spa_i	DD2_spa_i	DD3_spa_i	DD4_spa_i	DS1_spa_i	DS2_spa_i	DS3_spa_i	DS4_spa_i	CD1_spa_n	CD2_spa_n	CD3_spa_n	CD4_spa_n	CS1_spa_n	CS2_spa_n	CS3_spa_n	CS4_spa_n	DD1_spa_n	DD2_spa_n	DD3_spa_n	DD4_spa_n
Methylocystis	821.0	1331.0	237.0	376.0	1910.0	2293.0	4844.0	2291.0	464.0	737.0	710.0	335.0	1357.0	2306.0	1756.0	852.0	910.0	517.0	1252.0	1130.0	5.0	7.0	0	0	2.0	0	9.0	4.0	4.0	24.0	11.0	3.0	1.0	0	8.0	0	2.0	1.0	1.0	3.0	93.0	113.0	133.0	130.0	33.0	72.0	59.0	53.0	1021.0	598.0	435.0	340.0	104.0	27.0	106.0	192.0	1.0	0	2.0	1.0	1.0	2.0	3.0	2.0	8.0	12.0	2.0	5.0
Methylosinus	196.0	78.0	15.0	46.0	471.0	492.0	1473.0	506.0	71.0	166.0	161.0	88.0	406.0	636.0	503.0	293.0	277.0	162.0	331.0	369.0	2.0	1.0	0	0	1.0	0	2.0	1.0	0	4.0	3.0	1.0	0	1.0	5.0	2.0	3.0	0	3.0	1.0	28.0	28.0	47.0	54.0	11.0	18.0	18.0	21.0	360.0	211.0	109.0	131.0	31.0	8.0	50.0	48.0	0	1.0	1.0	0	1.0	0	0	0	1.0	2.0	0	1.0
Methylovirgula	327.0	59.0	13.0	28.0	553.0	533.0	1603.0	699.0	68.0	161.0	144.0	98.0	514.0	1097.0	742.0	418.0	405.0	223.0	502.0	561.0	1.0	0	0	0	0	0	1.0	0	1.0	4.0	1.0	0	0	0	1.0	1.0	1.0	0	0	2.0	28.0	46.0	57.0	55.0	8.0	24.0	9.0	14.0	535.0	238.0	136.0	180.0	42.0	4.0	36.0	33.0	0	0	0	2.0	0	0	0	0	2.0	2.0	0	1.0
Methylocella	162.0	43.0	17.0	20.0	320.0	355.0	1185.0	538.0	53.0	142.0	122.0	75.0	356.0	676.0	491.0	252.0	274.0	110.0	338.0	277.0	5.0	0	0	0	1.0	0	1.0	0	0	2.0	4.0	0	0	0	3.0	0	0	0	1.0	1.0	20.0	42.0	36.0	65.0	12.0	21.0	20.0	18.0	383.0	164.0	76.0	113.0	21.0	3.0	18.0	41.0	1.0	0	3.0	0	0	2.0	0	0	3.0	1.0	1.0	2.0
Methylocapsa	109.0	20.0	5.0	4.0	77.0	107.0	258.0	84.0	35.0	22.0	37.0	21.0	98.0	214.0	146.0	81.0	88.0	48.0	101.0	100.0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	2.0	0	1.0	0	0	1.0	8.0	6.0	16.0	11.0	4.0	6.0	2.0	2.0	81.0	55.0	20.0	48.0	9.0	0	10.0	8.0	1.0	0	1.0	0	1.0	0	0	0	0	0	0	2.0
Beijerinckia	66.0	13.0	5.0	2.0	110.0	133.0	320.0	131.0	26.0	28.0	37.0	16.0	122.0	249.0	228.0	113.0	92.0	52.0	154.0	118.0	1.0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	2.0	0	0	0	0	0	1.0	8.0	14.0	12.0	5.0	7.0	4.0	6.0	142.0	57.0	34.0	45.0	3.0	1.0	10.0	8.0	0	0	1.0	0	0	0	0	0	0	1.0	0	0
Phreatobacter	587.0	383.0	134.0	142.0	1340.0	1745.0	4097.0	1789.0	205.0	360.0	389.0	158.0	1250.0	2549.0	1802.0	760.0	828.0	353.0	1088.0	1061.0	3.0	3.0	0	0	1.0	0	7.0	1.0	2.0	7.0	4.0	1.0	0	1.0	7.0	3.0	2.0	0	5.0	3.0	71.0	72.0	114.0	99.0	36.0	57.0	40.0	48.0	1746.0	782.0	251.0	559.0	86.0	22.0	123.0	151.0	0	1.0	1.0	3.0	0	1.0	1.0	2.0	3.0	6.0	3.0	8.0
Kaustia	146.0	33.0	10.0	10.0	376.0	475.0	1366.0	549.0	66.0	346.0	301.0	245.0	339.0	659.0	448.0	239.0	284.0	119.0	329.0	388.0	0	1.0	1.0	0	2.0	0	1.0	0	0	1.0	4.0	1.0	0	0	0	0	0	0	0	1.0	20.0	35.0	45.0	37.0	4.0	13.0	17.0	7.0	293.0	184.0	81.0	87.0	27.0	4.0	15.0	42.0	1.0	0	0	0	0	1.0	3.0	0	2.0	1.0	1.0	1.0
Parvibaculum	136.0	44.0	17.0	16.0	304.0	264.0	888.0	432.0	57.0	135.0	183.0	48.0	274.0	408.0	467.0	172.0	220.0	80.0	202.0	244.0	1.0	1.0	0	0	1.0	0	0	1.0	0	3.0	4.0	0	0	0	2.0	0	1.0	0	0	2.0	36.0	18.0	22.0	24.0	47.0	9.0	16.0	8.0	312.0	154.0	55.0	100.0	15.0	2.0	25.0	31.0	0	0	2.0	0	1.0	0	0	0	1.0	2.0	1.0	1.0
Anderseniella	135.0	7.0	5.0	9.0	82.0	72.0	261.0	111.0	22.0	21.0	36.0	18.0	182.0	364.0	212.0	118.0	98.0	55.0	175.0	138.0	0	0	0	0	2.0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	11.0	8.0	10.0	7.0	3.0	9.0	5.0	7.0	96.0	68.0	22.0	24.0	16.0	2.0	6.0	13.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	0	1.0
Pyruvatibacter	70.0	29.0	11.0	3.0	91.0	160.0	736.0	142.0	13.0	37.0	35.0	18.0	115.0	226.0	191.0	119.0	118.0	47.0	165.0	213.0	0	0	0	0	0	0	1.0	0	0	2.0	0	0	0	1.0	0	0	0	0	1.0	1.0	4.0	11.0	18.0	13.0	0	1.0	7.0	9.0	97.0	83.0	31.0	58.0	6.0	0	6.0	15.0	1.0	0	0	0	0	1.0	0	0	0	0	2.0	3.0
Candidatus Phaeomarinobacter	49.0	21.0	0	0	47.0	60.0	163.0	34.0	10.0	36.0	27.0	9.0	52.0	152.0	90.0	51.0	63.0	37.0	100.0	93.0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	6.0	1.0	13.0	3.0	1.0	1.0	9.0	6.0	53.0	43.0	28.0	18.0	5.0	5.0	9.0	8.0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudorhodoplanes	150.0	39.0	8.0	11.0	342.0	572.0	1256.0	714.0	62.0	108.0	95.0	47.0	222.0	484.0	337.0	174.0	175.0	80.0	276.0	225.0	0	3.0	0	0	1.0	0	0	2.0	0	7.0	2.0	1.0	0	0	2.0	0	1.0	0	1.0	1.0	9.0	19.0	22.0	15.0	9.0	8.0	9.0	4.0	242.0	124.0	60.0	70.0	13.0	7.0	17.0	57.0	0	0	0	0	0	2.0	0	1.0	2.0	0	0	3.0
Nordella	133.0	79.0	9.0	15.0	377.0	321.0	1296.0	433.0	108.0	142.0	114.0	59.0	367.0	754.0	476.0	250.0	274.0	92.0	303.0	304.0	0	0	0	0	0	0	3.0	0	0	5.0	3.0	0	1.0	0	0	1.0	3.0	0	0	0	85.0	69.0	56.0	36.0	24.0	22.0	13.0	9.0	839.0	227.0	82.0	99.0	27.0	0	18.0	55.0	0	0	1.0	0	0	0	0	0	6.0	4.0	1.0	2.0
Enhydrobacter	121.0	174.0	13.0	28.0	442.0	434.0	1613.0	810.0	114.0	238.0	177.0	98.0	308.0	604.0	445.0	212.0	212.0	113.0	301.0	299.0	1.0	6.0	0	0	4.0	0	5.0	1.0	0	9.0	4.0	0	0	0	2.0	1.0	0	0	2.0	0	40.0	37.0	29.0	48.0	30.0	20.0	10.0	14.0	321.0	150.0	76.0	127.0	39.0	5.0	41.0	67.0	1.0	0	2.0	1.0	0	0	0	1.0	2.0	1.0	0	1.0
Terrihabitans	72.0	19.0	3.0	4.0	130.0	154.0	519.0	171.0	23.0	45.0	28.0	20.0	122.0	280.0	228.0	117.0	136.0	39.0	110.0	110.0	0	0	0	0	0	0	0	0	0	2.0	2.0	0	0	0	0	0	0	1.0	1.0	0	4.0	13.0	15.0	11.0	6.0	3.0	11.0	5.0	128.0	82.0	27.0	39.0	11.0	1.0	11.0	11.0	0	0	0	0	0	0	0	0	0	2.0	0	1.0
Candidatus Endowatersipora	23.0	3.0	2.0	1.0	7.0	4.0	15.0	0	3.0	5.0	17.0	2.0	13.0	29.0	49.0	51.0	13.0	29.0	17.0	13.0	0	0	0	0	0	0	0	1.0	0	2.0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	1.0	1.0	0	6.0	2.0	5.0	8.0	3.0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	2.0
Kaistia	397.0	59.0	12.0	14.0	766.0	1144.0	3501.0	1397.0	156.0	182.0	176.0	116.0	1098.0	3531.0	2701.0	1822.0	535.0	157.0	821.0	640.0	1.0	0	0	0	4.0	0	8.0	1.0	2.0	2.0	1.0	0	0	2.0	11.0	2.0	3.0	1.0	4.0	4.0	46.0	60.0	44.0	97.0	22.0	42.0	25.0	82.0	996.0	451.0	80.0	244.0	40.0	7.0	32.0	149.0	1.0	0	1.0	1.0	1.0	2.0	1.0	0	6.0	7.0	2.0	4.0
Chelatococcus	375.0	86.0	28.0	22.0	1099.0	1306.0	3029.0	1234.0	155.0	376.0	318.0	172.0	769.0	1577.0	1254.0	596.0	591.0	263.0	679.0	807.0	2.0	2.0	0	0	2.0	0	6.0	1.0	1.0	6.0	3.0	0	1.0	0	5.0	0	2.0	1.0	0	2.0	50.0	66.0	68.0	59.0	13.0	30.0	33.0	31.0	1069.0	494.0	184.0	307.0	175.0	39.0	134.0	108.0	0	1.0	1.0	0	0	0	0	0	4.0	1.0	0	2.0
Pleomorphomonas	226.0	63.0	12.0	16.0	506.0	708.0	1748.0	808.0	168.0	136.0	163.0	47.0	449.0	805.0	509.0	308.0	362.0	206.0	413.0	496.0	3.0	0	0	0	2.0	0	1.0	1.0	2.0	2.0	1.0	0	0	1.0	2.0	1.0	4.0	1.0	0	0	55.0	69.0	58.0	54.0	26.0	34.0	28.0	104.0	508.0	246.0	97.0	163.0	42.0	11.0	26.0	90.0	0	0	0	0	0	1.0	0	0	1.0	2.0	2.0	4.0
Hartmannibacter	126.0	54.0	15.0	14.0	389.0	490.0	1474.0	624.0	64.0	94.0	83.0	59.0	329.0	603.0	411.0	205.0	239.0	127.0	315.0	287.0	1.0	1.0	0	0	2.0	0	2.0	0	0	2.0	0	0	0	2.0	1.0	0	3.0	0	1.0	0	21.0	11.0	29.0	29.0	6.0	29.0	9.0	18.0	365.0	192.0	58.0	94.0	21.0	4.0	35.0	36.0	0	1.0	1.0	0	0	0	0	0	1.0	1.0	0	0
Acuticoccus	324.0	65.0	19.0	20.0	880.0	906.0	3151.0	1285.0	94.0	279.0	193.0	131.0	731.0	1247.0	837.0	434.0	600.0	245.0	639.0	686.0	1.0	0	0	0	3.0	0	6.0	1.0	0	1.0	2.0	0	0	0	5.0	2.0	3.0	0	3.0	1.0	41.0	70.0	68.0	55.0	26.0	29.0	28.0	32.0	552.0	278.0	111.0	216.0	58.0	2.0	55.0	80.0	1.0	0	0	0	0	1.0	0	0	0	7.0	5.0	4.0
Blastochloris	269.0	69.0	20.0	22.0	710.0	863.0	2325.0	712.0	119.0	406.0	381.0	337.0	617.0	1198.0	685.0	381.0	507.0	191.0	528.0	613.0	0	0	0	0	0	0	3.0	0	0	4.0	3.0	1.0	0	0	0	0	1.0	1.0	2.0	0	36.0	64.0	50.0	55.0	22.0	25.0	11.0	18.0	514.0	239.0	103.0	200.0	41.0	9.0	58.0	79.0	0	0	0	0	0	1.0	0	0	5.0	2.0	2.0	5.0
Roseitalea	128.0	12.0	7.0	10.0	336.0	303.0	1037.0	378.0	34.0	91.0	70.0	29.0	268.0	530.0	339.0	172.0	217.0	89.0	245.0	238.0	0	1.0	0	0	1.0	0	1.0	1.0	0	1.0	0	0	0	0	0	0	0	0	0	0	18.0	27.0	31.0	21.0	1.0	4.0	7.0	5.0	258.0	103.0	52.0	98.0	13.0	5.0	5.0	37.0	0	0	0	0	0	1.0	1.0	0	2.0	0	1.0	2.0
Oricola	125.0	23.0	7.0	11.0	277.0	290.0	1201.0	562.0	43.0	70.0	60.0	34.0	238.0	565.0	322.0	174.0	251.0	83.0	258.0	223.0	0	1.0	0	0	1.0	0	1.0	1.0	0	2.0	1.0	0	0	0	1.0	0	0	1.0	1.0	0	14.0	28.0	34.0	24.0	2.0	12.0	9.0	12.0	215.0	105.0	48.0	63.0	12.0	5.0	22.0	23.0	0	0	1.0	0	0	1.0	0	1.0	2.0	0	0	4.0
Chenggangzhangella	187.0	41.0	11.0	22.0	465.0	653.0	1380.0	625.0	53.0	164.0	102.0	69.0	416.0	873.0	521.0	275.0	314.0	149.0	382.0	528.0	1.0	0	0	0	2.0	0	4.0	0	1.0	1.0	2.0	0	0	0	1.0	0	0	0	0	0	29.0	36.0	56.0	42.0	11.0	17.0	26.0	14.0	385.0	194.0	65.0	145.0	20.0	4.0	33.0	46.0	0	2.0	3.0	0	0	0	0	0	1.0	3.0	1.0	2.0
Terrirubrum	155.0	48.0	19.0	13.0	315.0	377.0	1189.0	500.0	42.0	55.0	51.0	27.0	274.0	638.0	364.0	198.0	212.0	90.0	275.0	242.0	1.0	1.0	0	0	1.0	0	0	0	0	2.0	0	0	0	0	0	0	2.0	0	0	0	18.0	25.0	33.0	34.0	12.0	13.0	10.0	17.0	394.0	208.0	57.0	104.0	20.0	7.0	19.0	31.0	0	0	0	1.0	0	0	0	0	3.0	8.0	0	2.0
Lichenihabitans	125.0	45.0	2.0	10.0	232.0	278.0	1003.0	434.0	24.0	68.0	70.0	20.0	220.0	463.0	345.0	151.0	171.0	93.0	189.0	234.0	0	0	0	0	0	0	1.0	0	0	1.0	1.0	0	0	0	0	1.0	0	0	0	1.0	17.0	27.0	13.0	19.0	10.0	11.0	10.0	14.0	229.0	159.0	44.0	84.0	24.0	0	20.0	22.0	0	0	0	0	0	0	0	0	1.0	2.0	0	2.0
Rhodoligotrophos	105.0	29.0	13.0	5.0	214.0	220.0	743.0	315.0	27.0	59.0	61.0	17.0	216.0	334.0	336.0	149.0	139.0	104.0	211.0	209.0	0	1.0	0	0	0	0	1.0	0	0	4.0	0	1.0	0	0	0	0	3.0	0	1.0	2.0	3.0	10.0	18.0	23.0	4.0	6.0	10.0	6.0	196.0	113.0	40.0	68.0	9.0	1.0	18.0	23.0	0	1.0	0	0	0	0	0	0	0	1.0	0	4.0
Salaquimonas	56.0	11.0	6.0	1.0	118.0	84.0	331.0	174.0	15.0	39.0	36.0	13.0	139.0	266.0	235.0	69.0	88.0	56.0	143.0	118.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	1.0	0	0	0	3.0	13.0	21.0	12.0	4.0	3.0	8.0	9.0	71.0	53.0	28.0	27.0	5.0	1.0	4.0	15.0	0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	0
Sphingomonas	7079.0	38444.0	10947.0	8205.0	61587.0	24286.0	51151.0	27105.0	3487.0	14601.0	12086.0	4565.0	14207.0	31850.0	24979.0	9110.0	28735.0	5936.0	16471.0	19669.0	50.0	5067.0	198.0	8.0	244.0	2.0	104.0	50.0	88.0	683.0	346.0	47.0	17.0	9.0	103.0	15.0	215.0	17.0	95.0	65.0	2771.0	2073.0	2142.0	3041.0	3385.0	1739.0	1261.0	1906.0	41778.0	19394.0	6023.0	9936.0	5664.0	491.0	6728.0	3192.0	54.0	24.0	30.0	34.0	16.0	41.0	43.0	27.0	169.0	227.0	68.0	151.0
Sphingopyxis	4821.0	79278.0	35549.0	23066.0	11144.0	8700.0	28803.0	12513.0	2188.0	10730.0	13975.0	5636.0	9387.0	28041.0	33944.0	8277.0	14017.0	4007.0	13067.0	13295.0	42.0	232.0	17.0	0	34.0	1.0	57.0	25.0	9.0	225.0	134.0	11.0	8.0	3.0	142.0	15.0	90.0	15.0	51.0	35.0	2134.0	1170.0	1326.0	2258.0	1319.0	1108.0	930.0	1774.0	303702.0	147144.0	4993.0	58551.0	4766.0	236.0	1592.0	2584.0	38.0	11.0	32.0	30.0	7.0	30.0	13.0	20.0	1095.0	1222.0	60.0	502.0
Sphingobium	3910.0	5276.0	1877.0	2027.0	12073.0	8730.0	30559.0	12700.0	1332.0	3466.0	3326.0	1370.0	6414.0	14788.0	13631.0	4600.0	9085.0	2745.0	7791.0	8941.0	19.0	274.0	11.0	1.0	20.0	1.0	79.0	17.0	9.0	93.0	49.0	11.0	4.0	1.0	74.0	11.0	43.0	11.0	31.0	16.0	945.0	909.0	972.0	1009.0	584.0	697.0	634.0	691.0	19056.0	7882.0	1706.0	4356.0	1021.0	114.0	891.0	928.0	21.0	12.0	12.0	14.0	1.0	13.0	15.0	10.0	94.0	96.0	25.0	51.0
Novosphingobium	3041.0	5529.0	1478.0	2202.0	6835.0	4901.0	19348.0	13651.0	1214.0	2402.0	2569.0	1325.0	4966.0	10851.0	9016.0	3501.0	5796.0	1844.0	5243.0	5843.0	19.0	112.0	8.0	0	12.0	0	32.0	31.0	6.0	64.0	30.0	19.0	6.0	3.0	53.0	7.0	19.0	6.0	15.0	10.0	479.0	536.0	638.0	619.0	240.0	311.0	237.0	300.0	8168.0	3888.0	1139.0	1990.0	554.0	91.0	593.0	573.0	15.0	4.0	8.0	7.0	5.0	5.0	4.0	4.0	32.0	56.0	11.0	21.0
Sphingorhabdus	455.0	891.0	160.0	220.0	454.0	355.0	1430.0	838.0	85.0	189.0	196.0	84.0	472.0	1139.0	1291.0	446.0	594.0	269.0	720.0	694.0	5.0	5.0	0	0	3.0	0	3.0	1.0	0	7.0	6.0	0	0	0	11.0	2.0	2.0	1.0	6.0	1.0	33.0	45.0	91.0	63.0	35.0	18.0	26.0	24.0	572.0	332.0	120.0	154.0	65.0	5.0	29.0	72.0	0	0	1.0	0	0	0	2.0	1.0	5.0	5.0	3.0	0
Rhizorhabdus	352.0	494.0	157.0	159.0	1412.0	1065.0	3063.0	1398.0	137.0	321.0	317.0	141.0	789.0	1633.0	1409.0	463.0	887.0	304.0	928.0	949.0	4.0	30.0	1.0	0	3.0	0	1.0	2.0	0	8.0	4.0	0	0	0	3.0	1.0	4.0	4.0	3.0	2.0	77.0	74.0	113.0	106.0	40.0	45.0	38.0	57.0	1585.0	686.0	186.0	353.0	168.0	16.0	212.0	133.0	0	0	1.0	0	0	1.0	1.0	0	8.0	8.0	3.0	5.0
Parasphingorhabdus	307.0	301.0	66.0	91.0	281.0	284.0	1161.0	407.0	53.0	137.0	173.0	68.0	379.0	946.0	1137.0	342.0	540.0	217.0	491.0	555.0	3.0	2.0	0	0	0	0	1.0	2.0	0	7.0	3.0	0	0	0	7.0	0	2.0	1.0	1.0	0	23.0	55.0	69.0	42.0	14.0	14.0	8.0	26.0	414.0	223.0	84.0	122.0	41.0	3.0	16.0	25.0	0	1.0	0	0	0	0	0	0	2.0	3.0	1.0	4.0
Blastomonas	261.0	1191.0	495.0	841.0	693.0	564.0	1144.0	543.0	98.0	319.0	321.0	218.0	444.0	1003.0	923.0	353.0	948.0	194.0	699.0	830.0	0	4.0	0	0	1.0	0	1.0	0	0	3.0	3.0	0	0	0	2.0	0	4.0	0	2.0	0	164.0	100.0	91.0	185.0	63.0	47.0	55.0	60.0	1507.0	979.0	578.0	404.0	208.0	21.0	92.0	148.0	6.0	2.0	2.0	0	1.0	0	3.0	1.0	8.0	17.0	9.0	6.0
Sphingosinithalassobacter	173.0	229.0	101.0	60.0	807.0	343.0	813.0	399.0	46.0	211.0	180.0	76.0	309.0	602.0	547.0	151.0	551.0	145.0	310.0	345.0	0	32.0	2.0	0	0	0	4.0	0	0	3.0	5.0	0	1.0	0	4.0	0	0	1.0	1.0	3.0	22.0	29.0	48.0	49.0	24.0	17.0	17.0	30.0	437.0	200.0	84.0	131.0	49.0	7.0	28.0	52.0	2.0	0	0	0	0	0	0	1.0	3.0	3.0	2.0	1.0
Parasphingopyxis	137.0	83.0	39.0	55.0	187.0	173.0	534.0	229.0	18.0	78.0	78.0	42.0	178.0	394.0	394.0	161.0	283.0	113.0	279.0	295.0	0	4.0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	2.0	0	1.0	2.0	15.0	28.0	29.0	22.0	11.0	9.0	16.0	17.0	245.0	100.0	51.0	66.0	35.0	5.0	24.0	31.0	0	0	0	0	0	1.0	0	0	3.0	2.0	0	0
Sphingomicrobium	135.0	92.0	32.0	20.0	331.0	261.0	1196.0	357.0	32.0	127.0	130.0	31.0	272.0	579.0	440.0	184.0	326.0	110.0	356.0	382.0	1.0	1.0	1.0	0	0	0	2.0	0	0	2.0	0	0	0	0	1.0	1.0	0	0	0	1.0	26.0	26.0	46.0	40.0	15.0	10.0	27.0	19.0	340.0	186.0	54.0	93.0	41.0	6.0	28.0	35.0	2.0	0	0	0	0	1.0	0	0	2.0	2.0	1.0	3.0
Hankyongella	95.0	374.0	50.0	58.0	178.0	240.0	557.0	171.0	28.0	122.0	103.0	52.0	166.0	375.0	241.0	152.0	312.0	90.0	241.0	413.0	3.0	3.0	0	0	1.0	0	0	0	0	2.0	0	0	0	0	1.0	0	0	0	2.0	0	14.0	15.0	21.0	11.0	5.0	10.0	11.0	4.0	135.0	76.0	29.0	67.0	15.0	1.0	16.0	16.0	0	0	0	0	0	0	1.0	0	1.0	1.0	0	0
Citromicrobium	86.0	74.0	28.0	73.0	120.0	98.0	367.0	95.0	17.0	52.0	53.0	35.0	184.0	318.0	205.0	97.0	222.0	60.0	139.0	172.0	0	1.0	0	0	0	0	1.0	0	0	1.0	0	0	0	0	1.0	0	2.0	0	1.0	0	14.0	14.0	20.0	25.0	5.0	6.0	4.0	7.0	129.0	50.0	28.0	50.0	19.0	3.0	19.0	22.0	0	0	1.0	0	0	0	0	0	0	0	1.0	1.0
Novosphingopyxis	82.0	88.0	28.0	28.0	144.0	107.0	290.0	139.0	18.0	58.0	61.0	23.0	86.0	254.0	212.0	78.0	163.0	71.0	147.0	158.0	0	2.0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	2.0	0	0	1.0	18.0	11.0	15.0	18.0	1.0	3.0	4.0	4.0	135.0	72.0	27.0	57.0	15.0	0	10.0	14.0	0	0	0	0	0	0	0	0	0	2.0	0	0
Allosphingosinicella	82.0	42.0	16.0	15.0	235.0	169.0	633.0	278.0	34.0	94.0	65.0	22.0	150.0	361.0	251.0	96.0	229.0	64.0	170.0	230.0	0	1.0	0	0	0	0	0	1.0	0	1.0	2.0	1.0	0	1.0	0	0	0	0	0	1.0	14.0	15.0	23.0	24.0	10.0	20.0	22.0	21.0	1710.0	136.0	35.0	85.0	67.0	5.0	60.0	110.0	0	0	0	0	0	1.0	2.0	0	5.0	2.0	3.0	1.0
Tardibacter	54.0	97.0	33.0	19.0	201.0	182.0	384.0	128.0	8.0	61.0	49.0	18.0	87.0	253.0	204.0	70.0	167.0	46.0	153.0	174.0	1.0	1.0	0	0	0	0	2.0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	1.0	15.0	20.0	24.0	16.0	4.0	4.0	1.0	8.0	174.0	82.0	33.0	65.0	16.0	6.0	16.0	17.0	0	0	0	0	0	0	0	0	0	2.0	0	0
Stakelama	50.0	92.0	28.0	41.0	375.0	179.0	359.0	155.0	30.0	76.0	81.0	22.0	126.0	244.0	215.0	91.0	347.0	42.0	143.0	143.0	0	7.0	1.0	0	0	0	1.0	0	0	2.0	1.0	0	0	0	1.0	0	1.0	0	1.0	0	22.0	13.0	11.0	22.0	10.0	15.0	2.0	11.0	176.0	70.0	33.0	45.0	16.0	4.0	15.0	21.0	1.0	0	0	1.0	0	0	0	0	1.0	0	1.0	1.0
Aquisediminimonas	35.0	64.0	21.0	24.0	104.0	91.0	337.0	106.0	16.0	30.0	32.0	15.0	59.0	123.0	190.0	39.0	92.0	35.0	88.0	82.0	0	1.0	0	0	0	0	2.0	1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	6.0	16.0	13.0	7.0	0	1.0	6.0	7.0	70.0	41.0	25.0	35.0	6.0	0	7.0	15.0	0	0	1.0	0	0	1.0	0	0	1.0	1.0	0	0
Erythrobacter	1366.0	4526.0	2413.0	9570.0	8187.0	3886.0	7690.0	3278.0	822.0	3124.0	2754.0	3627.0	2332.0	5357.0	4028.0	2067.0	7408.0	1209.0	3234.0	4033.0	9.0	21.0	0	1.0	33.0	0	16.0	3.0	4.0	82.0	27.0	9.0	4.0	1.0	15.0	4.0	61.0	3.0	15.0	13.0	523.0	340.0	395.0	535.0	241.0	128.0	166.0	203.0	5463.0	3755.0	2845.0	2213.0	1287.0	137.0	571.0	989.0	5.0	1.0	3.0	5.0	1.0	4.0	7.0	4.0	25.0	48.0	28.0	34.0
Porphyrobacter	450.0	3144.0	1762.0	6608.0	3171.0	1756.0	2698.0	1274.0	364.0	1830.0	1334.0	2580.0	801.0	1833.0	1436.0	858.0	2531.0	434.0	1332.0	1693.0	5.0	8.0	1.0	0	3.0	0	5.0	2.0	1.0	42.0	15.0	4.0	0	0	5.0	0	8.0	2.0	4.0	7.0	301.0	123.0	163.0	295.0	99.0	43.0	61.0	118.0	2079.0	1455.0	1257.0	985.0	502.0	60.0	234.0	461.0	3.0	1.0	4.0	2.0	0	2.0	1.0	0	10.0	17.0	13.0	10.0
Caenibius	1074.0	190.0	67.0	144.0	803.0	909.0	1370.0	309.0	109.0	168.0	123.0	63.0	1781.0	5506.0	3074.0	889.0	645.0	188.0	506.0	576.0	6.0	1.0	0	0	2.0	0	5.0	1.0	0	3.0	4.0	1.0	1.0	1.0	7.0	1.0	2.0	2.0	0	1.0	22.0	37.0	68.0	37.0	20.0	14.0	30.0	21.0	1214.0	640.0	190.0	205.0	96.0	11.0	53.0	81.0	1.0	0	0	0	0	0	2.0	0	4.0	10.0	4.0	0
Qipengyuania	733.0	933.0	319.0	866.0	1646.0	1254.0	4034.0	1559.0	306.0	773.0	689.0	871.0	1245.0	3072.0	2316.0	788.0	4057.0	869.0	1521.0	2032.0	3.0	18.0	0	0	6.0	0	4.0	1.0	1.0	23.0	9.0	2.0	0	1.0	8.0	1.0	48.0	6.0	4.0	5.0	144.0	146.0	219.0	180.0	128.0	87.0	99.0	124.0	2489.0	940.0	484.0	577.0	263.0	28.0	179.0	258.0	1.0	0	5.0	0	1.0	0	5.0	1.0	18.0	21.0	7.0	5.0
Croceicoccus	474.0	460.0	182.0	433.0	987.0	653.0	2430.0	864.0	128.0	359.0	353.0	346.0	780.0	1903.0	1469.0	544.0	1295.0	347.0	934.0	1156.0	0	11.0	0	0	2.0	1.0	1.0	0	0	10.0	4.0	0	0	0	4.0	0	5.0	2.0	6.0	3.0	90.0	66.0	111.0	99.0	37.0	25.0	21.0	46.0	1146.0	530.0	205.0	247.0	93.0	12.0	86.0	112.0	0	0	1.0	0	1.0	2.0	0	1.0	3.0	5.0	2.0	5.0
