	CAR1_ita_i	CAR2_ita_i	CAR3_ita_i	CAR4_ita_i	CD1_ita_i	CD1_spa_i	CD2_ita_i	CD2_spa_i	CD3_ita_i	CD3_spa_i	CD4_ita_i	CD4_spa_i	CS1_ita_i	CS1_spa_i	CS2_ita_i	CS2_spa_i	CS3_ita_i	CS3_spa_i	CS4_ita_i	CS4_spa_i	DD1_ita_i	DD1_spa_i	DD2_ita_i	DD2_spa_i	DD3_ita_i	DD3_spa_i	DD4_ita_i	DD4_spa_i	DS1_ita_i	DS1_spa_i	DS2_ita_i	DS2_spa_i	DS3_ita_i	DS3_spa_i	DS4_ita_i	DS4_spa_i	CAR1_ita_n	CAR2_ita_n	CAR3_ita_n	CAR4_ita_n	CD1_ita_n	CD1_spa_n	CD2_ita_n	CD2_spa_n	CD3_ita_n	CD3_spa_n	CD4_ita_n	CD4_spa_n	CS1_ita_n	CS1_spa_n	CS2_ita_n	CS2_spa_n	CS3_ita_n	CS3_spa_n	CS4_ita_n	CS4_spa_n	DD1_ita_n	DD1_spa_n	DD2_ita_n	DD2_spa_n	DD3_ita_n	DD3_spa_n	DD4_ita_n	DD4_spa_n	DS1_ita_n	DS1_spa_n	DS2_ita_n	DS2_spa_n	DS3_ita_n	DS3_spa_n	DS4_ita_n	DS4_spa_n
Glaesserella parasuis	948	9	0	4	31	0	83	7	0	0	64	0	14	0	0	0	50	0	16	0	118	62	963	33	384	276	2130	515	80	70	112	22	311	264	561	15	37	0	0	0	2	8	0	3	0	6	0	12	3	0	44	1	18	1	3	3	3	1	0	8	18	28	10	24	16	11	3	11	8	7	10	8
Streptococcus pyogenes	1229	110	18	11	21	5	31	0	61	0	11	6	0	0	6	0	0	0	0	0	440	6	408	8	816	193	551	31	101	0	978	0	975	108	298	0	13	1	0	0	0	3	0	4	0	2	0	0	2	0	1	0	0	0	0	0	1	0	0	8	7	7	12	4	1	2	6	0	4	2	4	0
Porphyromonas loveana	785	0	0	0	5201	0	10103	0	0	5	0	0	173	0	118	0	58	0	122	0	321	0	131	0	184	0	487	0	12446	0	290	0	65276	625	36937	0	10	0	0	0	18	1	0	1	0	0	0	0	2	1	15	0	6	0	4	0	1	3	0	1	6	4	4	3	59	1	3	3	63	1	29	1
Chitinophagaceae bacterium	3105	31	0	0	459	0	396	6	943	11	55	0	28	0	73	0	622	0	141	0	1908	218	3843	65	9438	120	8453	235	863	35	423	0	1085	0	890	0	30	3	0	0	6	0	1	0	11	0	1	0	1	0	43	11	27	2	4	1	1	7	0	15	84	25	24	31	8	1	2	12	7	0	2	3
Acetoanaerobium pronyense	1683	12	0	5	52	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	833	175	488	13	404	0	1086	8	66	0	0	0	207	13	331	6	16	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	6	0	2	1	1	0	1	0	3	0
Jeotgalibaca porci	872	0	0	0	0	0	0	8	0	988	0	2296	0	0	0	0	0	0	0	0	262	1533	1590	35	70	87	334	1922	31	0	19209	0	5263	5	347	0	16	0	0	0	0	1	0	2	0	3	0	16	2	0	4	1	1	0	0	1	5	5	0	3	2	4	3	20	1	3	32	1	17	0	4	1
Brevibacterium casei	941	2089	142	145	9228	0	14454	13	61562	60	24308	22	106	0	2139	0	877	0	85	0	7662	18	13110	61	1984	2755	255	1297	3002	54	4115	0	1576	8	2110	42	12	4	0	0	33	0	3	0	65	0	29	2	4	0	88	0	28	0	6	0	4	2	3	8	5	10	5	8	24	5	5	0	9	2	8	3
Listeria monocytogenes	1485	61	6	0	297	458	82	1951	0	15	7	332	245	0	44	0	45	0	0	0	654	68	1442	376	562	531	1690	336	428	5	485	0	929	103	521	0	19	0	1	0	0	5	0	27	1	0	0	2	0	0	8	1	1	0	0	0	1	1	2	4	5	3	9	4	6	1	1	0	6	0	7	2
Comamonas kerstersii	992	0	0	0	11462	0	54348	0	48	0	0	10	110	0	0	0	0	0	0	0	697	145	313	351	1075	44368	986	25688	2462	531	714	0	1547	69092	1584	3203	30	0	0	0	44	2	5	1	2	0	1	0	5	0	3	0	1	1	3	0	3	8	1	31	5	195	2	164	32	30	8	4	8	76	10	48
Microbacterium lacticum	885	62	0	0	674320	38	460329	78	535120	0	789395	224	19082	0	71113	0	33024	0	33578	5	13016	30	36051	0	10433	6	17469	0	19718	0	18703	11	17739	0	19247	0	34	4	6	5	3952	0	92	0	1371	1	1363	2	70	1	2790	0	839	0	120	1	8	0	10	0	33	0	35	0	102	0	66	0	95	0	41	1
Microbacterium liquefaciens	1402	406	42	36	58332	0	23664	11	72485	0	21252	147	1906	0	14898	0	8425	0	2781	8	2024	417	7268	182	1863	16	1976	28	2251	0	1501	0	1266	6	2363	6	11	0	2	0	340	0	7	0	239	1	78	1	18	0	608	1	208	0	28	0	5	2	0	7	9	1	8	2	38	1	6	0	7	0	14	0
Leucobacter salsicius	864	0	0	0	13	0	0	11	241	0	31	0	0	0	0	7	0	0	0	0	5760	88	27363	10	14342	15	3368	0	12068	0	1366	0	35703	0	34465	0	13	0	0	0	0	0	0	2	2	0	1	0	0	0	6	3	3	0	0	0	12	2	2	3	27	1	7	5	65	2	2	0	74	0	41	0
Acinetobacter cumulans	1090	15	0	0	1724	0	6576	0	1733	0	264	0	4627	0	336	0	370	0	13	0	213	50	341	69	1404	54	1079	34	116	86	938	0	806	25	1484	20	20	1	0	0	22	0	2	1	11	0	5	0	76	1	44	3	3	0	1	0	2	0	2	1	11	2	9	2	10	1	7	0	12	3	5	4
