	CAR1_ita_i	CAR2_ita_i	CAR3_ita_i	CAR4_ita_i	CD1_ita_i	CD1_spa_i	CD2_ita_i	CD2_spa_i	CD3_ita_i	CD3_spa_i	CD4_ita_i	CD4_spa_i	CS1_ita_i	CS1_spa_i	CS2_ita_i	CS2_spa_i	CS3_ita_i	CS3_spa_i	CS4_ita_i	CS4_spa_i	DD1_ita_i	DD1_spa_i	DD2_ita_i	DD2_spa_i	DD3_ita_i	DD3_spa_i	DD4_ita_i	DD4_spa_i	DS1_ita_i	DS1_spa_i	DS2_ita_i	DS2_spa_i	DS3_ita_i	DS3_spa_i	DS4_ita_i	DS4_spa_i	CAR1_ita_n	CAR2_ita_n	CAR3_ita_n	CAR4_ita_n	CD1_ita_n	CD1_spa_n	CD2_ita_n	CD2_spa_n	CD3_ita_n	CD3_spa_n	CD4_ita_n	CD4_spa_n	CS1_ita_n	CS1_spa_n	CS2_ita_n	CS2_spa_n	CS3_ita_n	CS3_spa_n	CS4_ita_n	CS4_spa_n	DD1_ita_n	DD1_spa_n	DD2_ita_n	DD2_spa_n	DD3_ita_n	DD3_spa_n	DD4_ita_n	DD4_spa_n	DS1_ita_n	DS1_spa_n	DS2_ita_n	DS2_spa_n	DS3_ita_n	DS3_spa_n	DS4_ita_n	DS4_spa_n
Natronincola	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	15	0	60	0	0	0	0	0	52	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Savagea	57	0	0	0	0	0	0	0	0	0	0	1289	0	0	0	0	0	0	0	0	5	0	11	0	1337	0	2150	0	336	0	253	0	2563	0	1095	0	3	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	8	0	11	0	6	0	1	0	52	0	4	0
Succinivibrio	60	255	27	0	0	0	0	45	0	727	0	24	0	4	10	0	3592	7	7	32	80	110	31	251	41	117	152	1096	315	5	640	0	170	19	42	6	3	1	0	0	0	6	0	5	0	121	0	11	8	3	23	3	67	6	5	18	0	18	0	32	0	37	1	71	2	10	1	6	4	6	1	19
Acidithiobacillus	73	23	31	16	19	11	49	59	11	0	9	24	0	0	0	0	179	0	0	0	68	6	52	0	74	11	169	0	70	39	55	0	87	8	176	0	0	0	0	0	1	3	0	3	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	3	0	0	2	0	0	2	0	2	0	3	0
Demequina	84	0	0	0	16	0	65	0	130	0	308	0	115	0	65	14	118	0	0	0	236	6	283	0	202	0	495	0	155	0	56	0	377	0	527	0	3	0	0	0	10	0	0	0	8	0	2	2	1	0	36	0	13	0	7	0	3	0	1	1	2	0	1	0	5	1	0	0	2	0	0	1
Sanguibacter	53	0	0	0	0	0	42	0	320	0	79	0	23	0	0	0	0	0	8	0	1770	0	2665	0	209	0	61	0	87	0	38	0	85	0	145	0	6	0	0	0	2	3	0	1	2	0	0	0	1	1	6	1	1	0	1	1	2	1	0	1	5	1	3	1	12	0	0	0	1	2	1	0
Petrocella	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Arenimonas	93	48	0	13	59	146	198	215	45	188	0	0	0	0	0	0	10	0	0	0	146	19	610	14	143	0	71	78	125	0	8	0	60	73	1323	22	1	0	0	0	2	2	0	1	2	1	0	0	0	0	12	1	2	0	0	2	0	2	0	3	1	0	4	2	8	0	1	0	7	0	7	0
Xylella	101	7	0	0	14	6	70	0	36	0	0	0	0	0	0	0	0	0	8	0	33	0	37	0	40	0	48	0	25	0	22	0	42	25	65	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	1	0	0	1	0	1	2
Thermoanaerobacter	55	0	0	10	0	0	0	6	0	0	0	0	14	0	5	0	10	0	21	0	5	8	37	0	16	0	33	0	273	7	45	0	17	0	14	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	2	1	0	1	0	0	0	0
Brachyspira	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	91	0	33	0	9	0	136	0	0	0	36	0	11	0	43	0	6	0	0	0	0	2	0	0	1	0	1	0	0	0	1	0	5	3	0	0	1	0	1	4	6	2	1	2	1	0	2	1	2	0	0	2
Flavimobilis	125	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	727	0	1346	0	80	0	71	0	32	0	0	0	33	48	26	0	5	0	0	0	0	0	0	0	1	0	1	0	0	0	5	0	1	0	0	0	1	0	0	0	0	1	1	0	6	2	0	0	2	3	2	0
Gottschalkia	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	290	0	7	0	0	0	39	0	0	0	51	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0
Polaribacter	103	18	0	0	16	0	9	0	16	0	0	0	0	0	0	0	13	0	0	0	136	0	17	133	26	0	348	0	20	0	24	0	6	0	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	3	0	0	0	2	1	1	0	0	0	1	1
Anaerophilus	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Leadbetterella	57	0	0	0	29	0	26	0	21	0	0	0	0	0	0	0	0	0	0	0	25	0	94	25	370	0	91	0	48	0	57	0	84	0	51	0	5	1	0	0	1	1	0	1	1	1	0	1	0	0	6	0	1	0	0	0	4	0	1	4	9	0	3	4	5	2	0	0	2	0	1	2
Helicobacter	68	0	0	0	0	88	0	24	0	32	0	27	0	0	0	0	11597	0	0	29	47	0	74	309	131	0	216	582	5	264	113	0	0	49	0	0	7	0	0	0	0	8	0	7	0	3	0	6	0	1	10	0	99	5	2	22	0	9	0	84	1	19	3	57	3	3	14	3	9	5	1	14
Anaerocolumna	57	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	9	0	0	7	9	0	0	0	48	0	31	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	2	3	0	4	0	2	1	3	0	0	0	1	0
Naumannella	76	0	0	0	21	0	19	0	463	0	8	0	0	0	0	0	0	0	0	0	44	0	62	0	0	0	7	0	55	0	0	0	131	0	61	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	1	0	1	0
Marinobacter	64	0	0	5	276	165	1211	0	55	55	0	76	0	0	16	4	0	0	7	0	102	32	112	18	179	14	70	100	156	0	63	0	407	13	403	0	1	0	1	0	14	3	0	2	1	1	1	0	0	0	10	0	0	1	0	0	0	0	0	6	4	2	0	4	7	1	1	0	6	0	5	0
Sinirhodobacter	54	0	0	0	694	0	49	29	386	63	89	29	4	0	0	0	11	0	0	0	114	221	228	27	322	0	64	40	533	0	31	0	323	0	404	0	0	0	0	0	8	0	1	1	2	0	0	3	1	0	0	0	2	0	0	0	0	0	0	4	1	0	0	2	1	0	1	0	0	0	2	3
Haematobacter	64	0	0	0	423	0	27	0	559	15	330	6	0	0	59	0	15	0	0	0	133	242	210	470	431	23	231	49	255	0	180	0	632	0	327	0	5	0	0	0	3	0	0	0	6	0	1	1	0	0	9	0	2	0	0	0	0	1	0	4	4	0	0	0	4	0	1	0	3	0	3	0
Ochrobactrum	60	0	0	0	90	0	532	16	6816	10	895	18	0	0	0	0	0	0	0	0	5	570	111	34	625	0	84	15	83	0	0	0	582	0	190	0	1	0	0	0	6	0	1	2	19	0	2	1	0	0	7	0	1	0	0	0	0	4	0	5	9	0	2	0	8	0	2	0	6	1	5	0
Varibaculum	62	68	0	21	13	0	16	0	0	0	0	0	0	0	0	0	0	0	41	0	45	0	44	0	38	0	28	0	108	0	0	0	517	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0
Leucothrix	60	15	0	0	545	1583	331	28	14	0	179	0	429	0	24	6	50	0	0	5	0	45	10	30	0	905	8	131	62	24	11	0	0	19	12	0	0	0	0	0	2	5	0	5	1	0	1	1	2	0	3	1	2	0	0	0	0	1	0	0	0	4	0	2	1	2	0	1	0	0	0	1
Geofilum	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	161	0	62	0	0	0	8	0	0	0	48	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Chishuiella	60	76	84	77	30	0	35	0	731	0	170	4	0	0	10	0	8	0	0	0	165	13	415	25	687	0	213	0	30	0	158	0	40	0	24	0	6	3	0	0	2	5	0	4	2	3	1	5	1	1	3	0	3	0	0	1	2	5	0	1	7	2	3	0	5	0	1	0	2	0	4	0
Atopostipes	326	25	10	0	0	36	0	12	0	31	0	249	4	0	22	7	24	44	0	20	12	815	73	37	33	33	36	136	11	4	304	0	36	59	44	28	0	1	0	0	0	0	0	0	0	1	0	5	1	0	6	0	2	1	0	0	0	12	0	14	1	6	0	9	2	18	0	0	0	1	1	15
Eikenella	65	0	0	0	42	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	13	0	99	0	190	0	102	0	35	0	57	0	51	16	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	2
Acholeplasma	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	12	14	31	0	0	0	0	0	44	0	0	0	72	0	253	8	20	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	3	0	0	0	11	1	0	2	7	4	2	4	43	2	1	0	8	2	14	0
Pyramidobacter	49	0	0	0	0	0	0	0	0	0	0	4	21	0	0	0	0	0	10	0	22	0	34	43	0	0	10	0	10	0	10	0	0	0	7	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	5	0	0	0	0	0	0	8	2	2	0	8	0	2	2	0	2	0	1	0
Ferruginibacter	110	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	87	0	84	0	68	0	94	0	0	0	0	0	38	0	12	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	4	1	0	0	0	0	0	1	1
Crassaminicella	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aureivirga	101	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	24	0	102	0	65	0	0	0	229	0	108	0	20	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
Sinorhizobium	42	0	0	0	238	0	246	0	1595	95	178	0	6	0	0	0	18	0	26	0	48	1242	480	593	352	11	61	168	93	9	85	0	342	0	375	17	2	0	0	0	6	0	0	2	14	0	4	1	1	0	6	0	2	0	0	0	0	9	1	6	10	0	1	13	4	1	1	0	3	1	1	0
Thiomicrospira	67	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	111	0	30	0	21	6	154	0	48	0	48	7	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Guyparkeria	60	11	0	0	19	0	24	0	32	0	22	0	0	0	0	0	12	0	0	0	6	52	333	0	50	0	64	0	63	0	25	0	19	0	7	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Tetrasphaera	99	12	0	6	218	0	422	0	420	10	168	0	0	0	158	4	87	0	10	0	63	20	340	0	163	89	135	0	2485	0	61	0	2119	0	963	11	2	0	0	0	3	0	0	0	5	1	7	0	4	0	69	1	26	0	6	0	1	1	3	1	1	3	0	2	36	1	0	0	20	0	8	1
Fervidicella	78	8	5	0	0	77	0	0	0	0	0	0	40	0	30	0	150	0	48	0	0	0	0	0	105	0	0	0	0	0	124	0	32	0	23	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Evtepia	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	30	0	321	0	0	0	0	43	0	0	12	0	28	0	10	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	0	0	1	2	0	1	0	0	1	1	0	0	0	0	0	2	0	0	1
Humibacillus	89	0	0	0	0	0	0	0	0	0	0	0	6	0	10	0	0	0	34	0	57	0	125	0	72	14	21	0	1337	0	0	0	17	0	29	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0	0	0	1	0	0	0
Psychromicrobium	74	0	0	0	0	0	0	0	98	0	0	0	0	0	17	0	12	0	0	0	148	0	33	0	132	0	60	0	50	0	87	0	164	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Syntrophosphaera	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	38	0	0	0	8	10	16	0	6	0	19	0	17	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Labilibaculum	56	0	0	0	11	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	57	0	38	0	168	0	39	0	0	0	10	0	31	0	7	1	0	0	0	2	1	2	0	0	0	0	1	0	3	2	2	3	0	3	0	0	0	1	1	0	1	2	0	2	0	3	2	1	2	6
Yaniella	64	9	0	0	0	0	9	0	92	0	5	0	0	0	173	32	6	9	119	9	48	7	92	6	45	0	37	9	145	0	35	0	79	42	154	24	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	2	0	0	0	0	0	2	0	1	1	2	0	6	0	0	0	0	1	0	0	2
Arcanobacterium	55	0	0	0	18	0	0	0	0	0	0	0	92	0	34	0	0	0	0	0	131	0	630	0	43	0	194	0	75	8	0	0	122	0	259	0	1	0	0	0	5	0	0	0	3	0	0	0	0	0	3	0	1	0	1	0	1	0	2	0	0	1	1	0	2	0	2	1	4	0	3	0
Thiobaca	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	63	0	0	0	59	0	0	0	16	0	19	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Dyella	53	0	0	0	0	0	0	0	18	0	108	6	0	0	0	0	0	0	0	0	70	8	53	10	142	0	18	0	23	6	0	0	94	36	79	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	1	0	0	1	3	5	1	0	1	2	1	2
Virgibacillus	62	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	21	9	0	0	44	6	0	0	0	0	2	0	0	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1
Tetragenococcus	51	20	8	0	36	0	0	0	0	33	0	39	0	0	0	0	153	0	0	0	18	5	48	0	225	0	55	0	63	0	129	0	106	0	66	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	2	0	0	0	0	2	0	0	2	0	2	2	1	1	0	0	3	0	1	1
Pigmentiphaga	41	0	0	0	141	0	518	0	139	0	0	0	0	0	0	0	0	0	0	0	0	68	53	4	209	0	31	0	13	0	0	0	46	0	48	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	2	0	2	2	0	1	0	2	0	0	0	0	0	1	0
Lentimicrobium	74	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	7	22	174	11	35	5	34	0	0	0	0	0	38	0	10	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	1	2	0	1	1	0	0	1	1	0
Pseudactinotalea	55	0	0	0	14	0	0	0	19	0	47	0	0	0	6	8	0	0	0	0	339	0	421	0	55	0	5	0	266	0	0	0	118	0	109	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1	7	1	2	0	0	0	0	2	0	0	1	1	0	0	6	1	0	0	1	0	1	0
Intestinimonas	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	76	0	26	130	0	0	0	54	0	0	91	0	17	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	3	0	1	0	0	0	0	5	0	1	2	4	2	0	6	2	1	2	2	2
Castellaniella	72	0	0	0	20	5	13	0	16	0	0	0	0	0	9	0	0	0	0	0	19	10	97	16	221	6	52	5	19	0	5	0	69	0	128	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	1	0	0	0	0	1	0	7	8	3	1	5	3	0	2	0	1	0	0	1
Mobilicoccus	45	0	0	0	102	0	753	6	10	12	81	101	0	0	84	0	984	0	17	0	285	8	2078	6	134	26	92	13	934	0	130	0	667	21	1601	11	6	0	0	0	10	1	0	1	0	7	9	7	0	0	29	1	20	3	1	4	6	1	0	5	4	5	8	8	42	2	6	0	13	7	17	6
Halanaerobium	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	43	0	24	0	0	0	0	18	34	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Labilithrix	47	0	0	0	123	0	45	0	77	0	30	0	0	0	0	0	0	0	0	0	450	6	325	24	190	0	0	0	5	0	0	0	13	0	0	0	2	0	0	0	6	1	0	0	0	0	4	0	0	0	3	0	1	0	1	0	1	0	1	2	3	0	0	0	1	0	0	0	0	1	0	0
Nitrosovibrio	52	0	0	0	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	19	0	0	0	64	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Nubsella	34	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	500	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellvibrio	69	0	0	0	114	0	341	0	2160	0	120	0	31	6	0	0	0	0	0	0	31	137	77	75	225	0	38	9	19	120	0	0	182	0	170	0	0	0	0	0	3	0	0	1	30	0	0	0	2	1	5	0	2	0	1	0	0	21	0	10	6	9	3	24	2	71	0	0	0	0	0	10
Pararhodonellum	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	11	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Martelella	42	0	0	0	90	0	3	24	6	0	0	0	0	0	10	0	0	0	0	0	14	0	99	0	21	0	8	0	19	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	2	0	0	0	0	0	1	0	1	0
Halolactibacillus	642	0	0	0	8	0	5	0	0	0	0	11	0	0	0	0	0	0	0	0	288	0	51	0	340	0	39	0	100	0	17	0	35	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0
Hyphomonas	63	0	0	0	56	0	75	0	52	0	5	0	0	0	0	0	0	0	0	0	154	48	80	0	66	7	18	0	0	0	0	0	60	0	19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	4	0	1	0	5	0	0	0	1	0	2	0
Hoylesella	221	0	9	0	0	0	0	0	0	19	0	9	0	0	0	0	169	0	0	0	135	0	85	29	77	86	66	90	32	0	381	0	466	0	145	0	3	0	0	0	0	0	0	0	1	2	0	0	1	0	7	0	5	0	3	2	1	1	0	0	1	1	1	3	0	1	0	0	1	0	1	2
Haemophilus	31	14	0	0	34	0	40	0	0	0	7	0	6	0	0	0	374	0	0	0	31	31	93	26	47	159	183	20	47	7	27	0	110	19	114	0	7	0	0	0	0	3	0	2	1	0	0	1	2	0	4	1	1	1	2	0	0	0	0	2	4	4	1	3	2	1	0	0	3	0	5	2
Solitalea	47	0	0	0	0	0	18	0	17	0	0	0	0	0	0	0	0	0	0	0	75	0	314	0	83	0	0	0	0	0	0	0	24	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Leifsonia	47	0	0	0	351	11	505	41	2916	0	562	0	0	0	116	0	10	0	7	0	152	0	272	10	51	0	26	8	246	0	58	0	206	0	111	6	1	0	0	0	6	0	0	0	15	2	5	1	1	0	21	1	7	0	1	1	0	1	1	1	3	0	0	0	0	0	1	0	5	0	2	0
Neomegalonema	55	0	0	0	39	0	204	0	12	11	0	0	0	0	4	0	30	0	0	0	143	11	269	13	492	0	141	0	27	0	0	0	633	0	2496	0	7	0	0	0	7	0	0	0	0	0	0	0	2	0	4	0	4	0	0	0	3	0	0	0	8	0	2	0	6	0	1	0	4	0	10	0
Cereibacter	35	0	0	0	444	0	348	0	1187	27	893	82	26	0	52	0	48	0	0	0	156	415	598	139	367	55	160	31	220	0	129	0	304	7	602	6	7	0	0	1	8	2	0	2	5	1	1	0	0	0	10	1	2	0	0	0	4	3	0	9	9	2	2	1	14	3	0	0	6	0	4	2
Arsukibacterium	44	0	0	0	51	0	110	0	21	0	0	0	19	0	0	0	0	0	0	0	64	52	9	34	537	0	323	0	30	55	56	0	150	0	197	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	8	10	1	5	1	2	3	0	0	0	0	1	0
Curvibacter	45	0	0	0	52	0	24	16	97	0	25	0	12	0	0	0	0	1	0	0	56	201	130	82	155	0	77	0	81	0	0	0	41	0	26	0	1	1	0	0	0	2	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	2	2	0	0	0	0	0	1	0
Aminipila	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	25	0	18	0	0	0	61	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0
Anaerosolibacter	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	15	0	11	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylobacillus	38	27	24	5	0	0	102	0	19	0	0	0	0	0	25	0	30	0	15	0	46	72	93	13	253	54	27	0	19	0	0	0	284	0	66	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	1	0	0	0	3	3	11	13	0	1	0	5	2	0	0	10	0	0	0
Labilibacter	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phaeovulum	52	0	0	0	203	0	40	0	12	0	10	0	0	0	0	0	0	0	0	0	130	4	290	0	77	18	40	0	165	0	0	0	102	0	15	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	1	0	0	0	4	0	0	0	0	0	0	0
Rhodopseudomonas	39	0	0	0	32	0	0	16	774	0	64	0	0	0	0	0	0	0	0	0	195	130	456	0	281	0	45	0	16	0	0	0	0	18	37	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	2	1	0	4	1	0	0	0	1	0	0	0
Subdoligranulum	42	0	0	0	0	51	0	69	0	16	0	25	0	0	8	7	799	21	0	71	10	38	38	300	6	25	19	642	0	64	180	0	111	65	11	0	2	0	0	0	0	5	0	4	0	6	0	3	2	0	15	1	42	5	1	4	1	4	0	27	1	8	7	32	3	2	1	6	10	1	5	4
Qaidamihabitans	38	21	11	0	394	0	376	0	501	0	794	0	0	0	62	0	8	0	8	0	205	0	0	0	34	0	5	0	88	0	112	0	26	0	64	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
Fuscovulum	40	0	0	0	45	0	72	0	114	0	43	0	0	0	0	0	0	0	0	0	21	0	212	9	241	0	33	0	16	0	0	0	31	0	0	0	1	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	2	0	0	0	2	0	1	1
Saccharomonospora	58	0	0	0	0	0	0	0	16	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	9	0	0	0	0	0	66	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0
Ignavibacterium	56	28	0	0	71	5	0	0	0	0	0	0	24	0	147	0	0	0	0	0	35	16	15	23	8	0	70	0	0	8	12	0	0	8	104	22	3	0	0	0	1	1	0	0	1	0	0	0	1	0	7	1	9	1	2	0	0	0	0	2	1	10	0	10	0	3	1	9	1	3	0	2
Intestinibacter	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569	0	0	27	14	150	0	1361	14	27	15	219	0	12	51	0	56	32	28	30	1	0	1	0	0	4	0	7	0	2	0	4	2	0	16	0	59	16	1	11	0	6	0	54	7	6	3	16	0	4	8	6	6	5	0	4
Pseudoflavonifractor	33	0	0	0	0	6	0	0	0	30	0	0	0	0	0	0	185	4	0	0	127	21	99	118	0	10	14	151	0	0	478	0	16	0	53	0	1	0	0	0	0	2	0	1	0	8	0	2	0	0	10	2	18	8	2	3	2	5	1	19	2	10	0	21	7	3	3	6	2	2	4	9
Natranaerovirga	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
